GeneName,module_name,kTotal,kWithin,kOut,kDiff,is.hub,ME,MM,Mitocarta,Interactome,in_enriched_module_mitocarta,cor_with_gtex,gtex,in_md_list,pathogenic
TUBBP1,brown,185.3830634,46.80865836,138.574405,-91.76574664,FALSE,-0.735695994,0.074360896,FALSE,FALSE,1,0.18442454,FALSE,FALSE,unlabelled
KDM4B,brown,216.526545,41.28111032,175.2454347,-133.9643244,FALSE,0.691323827,0.014953576,FALSE,FALSE,1,0.201263019,FALSE,FALSE,unlabelled
AAMP,brown,637.1975181,140.7434355,496.4540827,-355.7106472,FALSE,-0.87629123,0.019759889,FALSE,FALSE,1,0.178059481,FALSE,FALSE,unlabelled
STEAP4,brown,18.96706573,4.977454256,13.98961148,-9.012157219,FALSE,0.303855643,0.495396235,FALSE,FALSE,1,0.180477295,FALSE,FALSE,unlabelled
MTERF1,brown,260.4792579,16.61042005,243.8688378,-227.2584178,FALSE,-0.717734057,0.002883863,TRUE,TRUE,1,0.177657747,FALSE,FALSE,unlabelled
RASL11B,brown,55.64408817,11.70943405,43.93465413,-32.22522008,FALSE,-0.340863811,0.193022398,FALSE,FALSE,1,0.16540003,FALSE,FALSE,unlabelled
PAICS,brown,677.1195991,76.96183276,600.1577663,-523.1959336,FALSE,-0.799843754,1.97834E-05,TRUE,FALSE,1,0.156010552,FALSE,FALSE,unlabelled
KDR,brown,85.54215855,24.5262609,61.01589765,-36.48963676,FALSE,-0.626680114,0.076359851,FALSE,FALSE,1,0.194486582,FALSE,FALSE,unlabelled
TUBGCP6,brown,31.21633732,11.63454818,19.58178914,-7.947240964,FALSE,0.647687387,0.022824109,FALSE,FALSE,1,0.172034846,FALSE,FALSE,unlabelled
ADM2,brown,37.16325953,8.808772024,28.3544875,-19.54571548,FALSE,0.405490013,0.941157024,FALSE,FALSE,1,0.184811657,FALSE,FALSE,unlabelled
GNAZ,brown,28.40828847,8.770824402,19.63746407,-10.86663967,FALSE,0.440152476,0.913290754,FALSE,FALSE,1,0.204521885,FALSE,FALSE,unlabelled
A4GALT,brown,24.6425835,3.744517446,20.89806605,-17.15354861,FALSE,0.362499108,0.493974391,FALSE,FALSE,1,0.182394613,FALSE,FALSE,unlabelled
APOL3,brown,126.767721,14.08777111,112.6799499,-98.59217881,FALSE,0.728536687,0.01101283,FALSE,FALSE,1,0.18519147,FALSE,FALSE,unlabelled
TST,brown,95.5705396,7.054580915,88.51595869,-81.46137777,FALSE,0.504126018,0.00168138,TRUE,TRUE,1,0.202061293,FALSE,FALSE,unlabelled
APOL2,brown,340.9809317,78.40237526,262.5785565,-184.1761812,FALSE,0.818870574,0.001610198,FALSE,FALSE,1,0.180117237,FALSE,FALSE,unlabelled
RAC2,brown,130.7099277,25.96635629,104.7435714,-78.77721515,FALSE,-0.555114387,0.107206937,FALSE,FALSE,1,0.175365846,FALSE,FALSE,unlabelled
LSM8,brown,182.6888488,26.34078326,156.3480655,-130.0072823,FALSE,-0.742552879,0.000601456,FALSE,FALSE,1,0.176969456,FALSE,FALSE,unlabelled
FOXP2,brown,37.68830687,10.51299959,27.17530728,-16.66230769,FALSE,0.434358065,0.911617481,FALSE,FALSE,1,0.212356749,FALSE,FALSE,unlabelled
FLNC,brown,50.89430427,12.84676386,38.04754041,-25.20077654,FALSE,0.461512303,0.163417712,FALSE,FALSE,1,0.176125997,FALSE,FALSE,unlabelled
SMO,brown,31.90077219,5.098558134,26.80221405,-21.70365592,FALSE,0.387871363,0.023887153,FALSE,FALSE,1,0.193526817,FALSE,FALSE,unlabelled
HAT1,brown,1073.647234,134.7393115,938.9079228,-804.1686113,FALSE,-0.858177816,0.000411406,FALSE,FALSE,1,0.168521304,FALSE,FALSE,unlabelled
PSMG2,brown,298.9596013,84.76636535,214.193236,-129.4268706,FALSE,-0.803851806,0.11070417,FALSE,FALSE,1,0.184327527,FALSE,FALSE,unlabelled
MYO5C,brown,27.04386574,9.906041827,17.13782391,-7.231782086,FALSE,-0.514122364,0.227410413,FALSE,FALSE,1,0.192262638,FALSE,FALSE,unlabelled
TTBK2,brown,197.8152027,44.01369938,153.8015034,-109.787804,FALSE,0.683879765,0.019128623,FALSE,FALSE,1,0.168320818,FALSE,FALSE,unlabelled
CALML4,brown,77.80899799,19.58398799,58.22501001,-38.64102202,FALSE,-0.636240289,0.016800827,FALSE,FALSE,1,0.16894,FALSE,FALSE,unlabelled
RPAIN,brown,415.0889937,78.09828661,336.9907071,-258.8924205,FALSE,-0.769912217,0.047091231,FALSE,FALSE,1,0.179094367,FALSE,FALSE,unlabelled
KIF1C,brown,33.91862478,7.964903871,25.95372091,-17.98881704,FALSE,0.255036593,0.985828382,FALSE,FALSE,1,0.169125095,FALSE,FALSE,unlabelled
SLC44A2,brown,51.24209746,8.895137026,42.34696043,-33.45182341,FALSE,0.326793037,0.253874772,FALSE,FALSE,1,0.177118209,FALSE,FALSE,unlabelled
NGDN,brown,315.9293478,101.6921844,214.2371633,-112.5449789,FALSE,-0.86161638,0.022045423,FALSE,FALSE,1,0.187973171,FALSE,FALSE,unlabelled
HEATR5A,brown,80.19256195,13.65601987,66.53654208,-52.88052221,FALSE,0.605914099,0.049871392,FALSE,FALSE,1,0.186015475,FALSE,FALSE,unlabelled
CDO1,brown,21.34480563,5.294492083,16.05031354,-10.75582146,FALSE,0.314935789,0.488248202,FALSE,FALSE,1,0.190485455,FALSE,FALSE,unlabelled
FGF13,brown,101.022928,29.51969935,71.50322864,-41.98352929,FALSE,0.625761535,0.13268624,FALSE,FALSE,1,0.170646273,FALSE,FALSE,unlabelled
TTI2,brown,259.4638745,72.947897,186.5159775,-113.5680805,FALSE,-0.77943342,0.148979321,FALSE,FALSE,1,0.185703579,FALSE,FALSE,unlabelled
CHRNA10,brown,88.45825372,13.08701487,75.37123884,-62.28422397,FALSE,0.375924759,0.135256208,FALSE,FALSE,1,0.199372486,FALSE,FALSE,unlabelled
ABHD17A,brown,68.51285135,10.38141393,58.13143742,-47.75002349,FALSE,0.371022507,0.061778148,FALSE,FALSE,1,0.185292631,FALSE,FALSE,unlabelled
CRACR2A,brown,22.63244116,5.289197241,17.34324392,-12.05404668,FALSE,-0.301672042,0.929865398,FALSE,FALSE,1,0.189849605,FALSE,FALSE,unlabelled
TOMM40,brown,118.6326447,16.35295114,102.2796936,-85.92674244,FALSE,-0.673272833,0.00437507,TRUE,TRUE,1,0.193970114,FALSE,FALSE,unlabelled
SLC27A1,brown,500.8452831,100.0950834,400.7501997,-300.6551163,FALSE,0.930803741,0.000423058,FALSE,TRUE,1,0.191235007,FALSE,FALSE,unlabelled
COLGALT1,brown,52.36598582,10.21143895,42.15454687,-31.94310792,FALSE,0.331980385,0.755956361,FALSE,FALSE,1,0.210775819,FALSE,FALSE,unlabelled
MRPL34,brown,76.97957982,23.70364328,53.27593654,-29.57229326,FALSE,-0.623035385,0.09471396,TRUE,TRUE,1,0.167613657,FALSE,FALSE,unlabelled
RTN4IP1,brown,115.1140527,20.89363064,94.22042204,-73.3267914,FALSE,-0.663316392,0.022628039,TRUE,FALSE,1,0.177150944,FALSE,TRUE,1
KLHDC7B,brown,20.96279933,3.830779003,17.13202032,-13.30124132,FALSE,0.201855165,0.953202614,FALSE,FALSE,1,0.169069855,FALSE,FALSE,unlabelled
PGPEP1,brown,172.4376314,16.55986662,155.8777648,-139.3178982,FALSE,0.797166844,0.023627488,FALSE,FALSE,1,0.158344539,FALSE,FALSE,unlabelled
HRC,brown,20.06649013,6.05814161,14.00834852,-7.950206909,FALSE,0.214484424,0.751476762,FALSE,FALSE,1,0.117627581,FALSE,FALSE,unlabelled
SULT4A1,brown,134.3964078,21.50482024,112.8915875,-91.3867673,FALSE,0.533090945,0.048961504,FALSE,FALSE,1,0.184921915,FALSE,FALSE,unlabelled
CAMSAP1,brown,696.3031865,77.68782884,618.6153577,-540.9275288,FALSE,-0.770878959,0.007192225,FALSE,FALSE,1,0.16057153,FALSE,FALSE,unlabelled
CLIP1,brown,89.66318805,24.96309097,64.70009709,-39.73700612,FALSE,0.503074344,0.806407556,FALSE,FALSE,1,0.194143951,FALSE,FALSE,unlabelled
CCDC62,brown,77.02944624,19.1872587,57.84218754,-38.65492884,FALSE,0.623134483,0.10785641,FALSE,FALSE,1,0.180950534,FALSE,FALSE,unlabelled
NOL11,brown,161.7659697,66.13858552,95.62738415,-29.48879863,FALSE,-0.764802809,0.191351007,FALSE,FALSE,1,0.187510986,FALSE,FALSE,unlabelled
RGN,brown,39.01657438,6.911314235,32.10526014,-25.19394591,FALSE,0.351153135,0.156853389,FALSE,FALSE,1,0.190264916,FALSE,FALSE,unlabelled
ACSS2,brown,343.9013199,47.75668643,296.1446335,-248.3879471,FALSE,0.710819843,0.000898156,FALSE,TRUE,1,0.191880288,FALSE,FALSE,unlabelled
C1QL1,brown,57.21027113,12.56283969,44.64743144,-32.08459174,FALSE,0.453415334,0.191253259,FALSE,FALSE,1,0.162366414,FALSE,FALSE,unlabelled
EMC8,brown,117.0768529,19.14074506,97.93610786,-78.7953628,FALSE,-0.784675754,0.013634765,FALSE,FALSE,1,0.167965065,FALSE,FALSE,unlabelled
RAB11FIP4,brown,19.05047941,3.509967794,15.54051162,-12.03054382,FALSE,0.302423053,0.454630581,FALSE,FALSE,1,0.162209923,FALSE,FALSE,unlabelled
ANO1,brown,22.96720493,6.655804756,16.31140018,-9.655595423,FALSE,-0.347246205,0.67114997,FALSE,FALSE,1,0.179230796,FALSE,FALSE,unlabelled
NINJ1,brown,151.4737921,22.4259012,129.0478909,-106.6219897,FALSE,0.618585622,0.005077341,FALSE,FALSE,1,0.196566786,FALSE,FALSE,unlabelled
KHDRBS3,brown,107.7782421,25.97842465,81.79981743,-55.82139279,FALSE,0.625571993,0.289648109,FALSE,FALSE,1,0.187590358,FALSE,FALSE,unlabelled
CHD1L,brown,137.290463,28.63112833,108.6593347,-80.02820635,FALSE,-0.642960182,0.006452518,FALSE,FALSE,1,0.160364958,FALSE,FALSE,unlabelled
PDHA1,brown,332.8223219,97.13331079,235.6890111,-138.5557003,FALSE,-0.873495504,0.0289241,TRUE,TRUE,1,0.173488386,FALSE,TRUE,1
THAP1,brown,83.80459405,16.87402745,66.9305666,-50.05653916,FALSE,-0.515228766,0.078000512,FALSE,FALSE,1,0.178409393,FALSE,FALSE,unlabelled
DHX30,brown,384.5210622,114.1740785,270.3469837,-156.1729052,FALSE,-0.917981606,0.009657914,TRUE,FALSE,1,0.191353558,FALSE,FALSE,unlabelled
RAMP1,brown,124.497843,16.7074853,107.7903577,-91.08287239,FALSE,0.646495425,0.00795622,FALSE,FALSE,1,0.206843477,FALSE,FALSE,unlabelled
SERPINF1,brown,30.24465712,9.202826863,21.04183026,-11.83900339,FALSE,-0.345438214,0.701469733,FALSE,FALSE,1,0.166644812,FALSE,FALSE,unlabelled
SEC61G,brown,53.63068775,22.82769198,30.80299577,-7.975303792,FALSE,-0.619205714,0.955661344,FALSE,FALSE,1,0.181126356,FALSE,FALSE,unlabelled
LANCL2,brown,33.52470203,11.24784762,22.27685441,-11.02900678,FALSE,-0.340988221,0.486608121,FALSE,FALSE,1,0.219040812,TRUE,FALSE,0
GRSF1,brown,153.9315776,35.76662022,118.1649574,-82.39833715,FALSE,-0.652081261,0.089192068,TRUE,FALSE,1,0.178288697,FALSE,FALSE,unlabelled
ZRANB2,brown,26.53815418,5.961785456,20.57636873,-14.61458327,FALSE,-0.280871592,0.842568299,FALSE,FALSE,1,0.180277935,FALSE,FALSE,unlabelled
RIDA,brown,144.8764295,21.54421247,123.332217,-101.7880046,FALSE,0.435848461,0.025277265,TRUE,FALSE,1,0.181849564,FALSE,FALSE,unlabelled
SDF2,brown,372.6125988,66.16828806,306.4443107,-240.2760227,FALSE,-0.715390529,0.054360492,FALSE,FALSE,1,0.161072389,FALSE,FALSE,unlabelled
FLOT2,brown,101.7796665,17.2476872,84.53197926,-67.28429206,FALSE,0.5249555,0.010458778,FALSE,FALSE,1,0.162221049,FALSE,FALSE,unlabelled
NIP7,brown,158.3567162,52.71240576,105.6443104,-52.93190466,FALSE,-0.684260978,0.020352353,FALSE,FALSE,1,0.167290748,FALSE,FALSE,unlabelled
POLR3F,brown,182.0080174,55.12243977,126.8855777,-71.76313788,FALSE,-0.746062407,0.00773446,FALSE,FALSE,1,0.167933401,FALSE,FALSE,unlabelled
PTPRA,brown,59.05911551,13.13196266,45.92715285,-32.79519019,FALSE,0.52288634,0.096200389,FALSE,FALSE,1,0.151265609,FALSE,FALSE,unlabelled
DAP3,brown,721.9291486,100.2484503,621.6806984,-521.4322481,FALSE,-0.792470037,0.008134584,TRUE,TRUE,1,0.216038564,TRUE,FALSE,0
NASP,brown,186.7629386,32.93389162,153.829047,-120.8951554,FALSE,-0.731314749,0.003655106,FALSE,FALSE,1,0.190756374,FALSE,FALSE,unlabelled
VSTM2L,brown,210.3073371,21.04728341,189.2600537,-168.2127703,FALSE,0.691243838,0.000972794,FALSE,FALSE,1,0.175498878,FALSE,FALSE,unlabelled
DMGDH,brown,13.79874244,3.416213244,10.3825292,-6.966315953,FALSE,0.245881704,0.607138481,TRUE,TRUE,1,0.175209799,FALSE,FALSE,unlabelled
BHMT2,brown,22.56065271,8.746733599,13.81391911,-5.067185514,FALSE,0.496238404,0.532575213,FALSE,FALSE,1,0.193855413,FALSE,FALSE,unlabelled
RSG1,brown,40.98382912,11.20248717,29.78134195,-18.57885479,FALSE,0.382510736,0.316188683,FALSE,FALSE,1,0.170479604,FALSE,FALSE,unlabelled
HMGB1P5,brown,202.1031103,32.44894699,169.6541633,-137.2052163,FALSE,-0.730566533,0.000238849,FALSE,FALSE,1,0.213710437,FALSE,FALSE,unlabelled
MYBPH,brown,28.04798579,5.419273699,22.62871209,-17.20943839,FALSE,0.260442968,0.321478556,FALSE,FALSE,1,0.201349818,FALSE,FALSE,unlabelled
TRPC4,brown,46.81246357,8.005289347,38.80717422,-30.80188487,FALSE,0.457995831,0.098634001,FALSE,FALSE,1,0.17006417,FALSE,FALSE,unlabelled
EPHB2,brown,42.92687176,7.815948394,35.11092336,-27.29497497,FALSE,-0.3488513,0.279323758,FALSE,FALSE,1,0.183461296,FALSE,FALSE,unlabelled
RTN3,brown,51.1231433,19.38562262,31.73752068,-12.35189806,FALSE,0.567125662,0.921635019,FALSE,FALSE,1,0.184029308,FALSE,FALSE,unlabelled
GSTT2B,brown,41.63043606,10.06064629,31.56978976,-21.50914347,FALSE,-0.411505209,0.989456782,FALSE,FALSE,1,0.150018468,FALSE,FALSE,unlabelled
SEC14L4,brown,36.647543,6.252943126,30.39459987,-24.14165675,FALSE,0.322366302,0.444683134,FALSE,FALSE,1,0.191042758,FALSE,FALSE,unlabelled
NTS,brown,65.01144825,14.38106946,50.63037879,-36.24930933,FALSE,-0.500509508,0.164108101,FALSE,FALSE,1,0.136464139,FALSE,FALSE,unlabelled
MICALCL,brown,64.84825186,19.62403256,45.2242193,-25.60018674,FALSE,-0.523312579,0.119841713,FALSE,FALSE,1,0.191831059,FALSE,FALSE,unlabelled
MED6,brown,273.065893,29.4244116,243.6414814,-214.2170698,FALSE,-0.862622383,0.00218087,FALSE,FALSE,1,0.17196524,FALSE,FALSE,unlabelled
EIF2S1,brown,558.3949668,90.12873417,468.2662326,-378.1374984,FALSE,-0.807005416,4.1584E-05,FALSE,FALSE,1,0.157310674,FALSE,FALSE,unlabelled
VHL,brown,68.44216137,18.07483102,50.36733035,-32.29249933,FALSE,0.601753215,0.077502215,FALSE,FALSE,1,0.203821534,FALSE,FALSE,unlabelled
MEIS2,brown,73.4366007,7.801593757,65.63500695,-57.83341319,FALSE,0.631929495,0.034281134,FALSE,FALSE,1,0.171026378,FALSE,FALSE,unlabelled
PTPN22,brown,179.4477349,31.1108128,148.3369221,-117.2261093,FALSE,-0.703146742,0.052012916,FALSE,FALSE,1,0.171086837,FALSE,FALSE,unlabelled
LPIN1,brown,161.594228,37.96401644,123.6302116,-85.66619514,FALSE,0.694494159,0.071767863,FALSE,FALSE,1,0.176991238,FALSE,FALSE,unlabelled
TIMM17A,brown,82.46854564,22.44155158,60.02699406,-37.58544248,FALSE,-0.616119197,0.113379007,TRUE,TRUE,1,0.196841881,FALSE,FALSE,unlabelled
GRP,brown,23.85874923,4.094011271,19.76473796,-15.67072669,FALSE,0.255137358,0.367515929,FALSE,FALSE,1,0,FALSE,FALSE,unlabelled
RBM17,brown,204.3413448,49.03134598,155.3099988,-106.2786528,FALSE,-0.731265844,0.002225058,FALSE,FALSE,1,0.18047415,FALSE,FALSE,unlabelled
KLRD1,brown,90.95551596,9.932706365,81.02280959,-71.09010323,FALSE,0.70366622,0.051778369,FALSE,FALSE,1,0.183617906,FALSE,FALSE,unlabelled
DDB2,brown,26.25831271,5.267482898,20.99082982,-15.72334692,FALSE,-0.205168758,0.737250159,FALSE,FALSE,1,0.205200216,FALSE,FALSE,unlabelled
GNL2,brown,260.8429124,72.81679502,188.0261174,-115.2093224,FALSE,-0.75356711,0.550206124,FALSE,FALSE,1,0.180567733,FALSE,FALSE,unlabelled
BIVM,brown,22.10798443,4.579647055,17.52833738,-12.94869032,FALSE,0.234030986,0.847579628,FALSE,FALSE,1,0.198861174,FALSE,FALSE,unlabelled
STT3A,brown,26.33239281,7.255434159,19.07695866,-11.8215245,FALSE,-0.357586915,0.733169317,FALSE,FALSE,1,0.19291844,FALSE,FALSE,unlabelled
FAM189A2,brown,30.5683362,8.462747083,22.10558912,-13.64284204,FALSE,-0.341970925,0.389388495,FALSE,FALSE,1,0.136273471,FALSE,FALSE,unlabelled
HAVCR2,brown,26.14492275,6.406232868,19.73868988,-13.33245701,FALSE,0.272933283,0.372445196,FALSE,FALSE,1,0.186839557,FALSE,FALSE,unlabelled
FBXO21,brown,23.13233055,6.937430606,16.19489994,-9.257469337,FALSE,0.673040815,0.051558139,FALSE,FALSE,1,0.179711996,FALSE,FALSE,unlabelled
OASL,brown,16.27155885,3.468982123,12.80257673,-9.333594605,FALSE,0.290286976,0.347356917,FALSE,FALSE,1,0.192026832,FALSE,FALSE,unlabelled
TMEM60,brown,55.52764743,15.30026299,40.22738444,-24.92712145,FALSE,-0.505627849,0.191541492,FALSE,FALSE,1,0.190552112,FALSE,FALSE,unlabelled
LMO2,brown,38.99813893,11.23681172,27.76132721,-16.52451549,FALSE,-0.15255981,0.904364793,FALSE,FALSE,1,0.174492095,FALSE,FALSE,unlabelled
NAT10,brown,143.3889432,14.1718141,129.2171291,-115.045315,FALSE,-0.542990136,0.027579094,FALSE,FALSE,1,0.184368485,FALSE,FALSE,unlabelled
ATP5G2,brown,48.40035753,16.0401271,32.36023043,-16.32010334,FALSE,-0.558077439,0.766548226,TRUE,TRUE,1,0.176284096,FALSE,FALSE,unlabelled
RDH5,brown,68.28490771,15.80324959,52.48165812,-36.67840853,FALSE,0.524018863,0.049713709,FALSE,FALSE,1,0.209370884,FALSE,FALSE,unlabelled
CDK4,brown,706.8206841,110.2081647,596.6125193,-486.4043546,FALSE,-0.864284174,0.000265534,FALSE,FALSE,1,0.175797393,FALSE,FALSE,unlabelled
PAN2,brown,442.3428883,64.62817205,377.7147163,-313.0865442,FALSE,-0.782150567,0.001135337,TRUE,FALSE,1,0.165411525,FALSE,FALSE,unlabelled
HNRNPA1,brown,163.7914697,13.6509971,150.1404726,-136.4894755,FALSE,-0.627152104,0.000632669,FALSE,FALSE,1,0.165016879,FALSE,FALSE,unlabelled
SLC26A10,brown,30.7391014,10.16930179,20.56979961,-10.40049783,FALSE,0.443510841,0.870033444,FALSE,FALSE,1,0.173234841,FALSE,FALSE,unlabelled
LTV1,brown,408.0565144,78.72686651,329.3296479,-250.6027814,FALSE,-0.793977165,0.159208417,FALSE,FALSE,1,0.176383001,FALSE,FALSE,unlabelled
PKIB,brown,98.47809981,26.35063742,72.12746239,-45.77682498,FALSE,-0.235532692,0.145015711,FALSE,FALSE,1,0.133333123,FALSE,FALSE,unlabelled
REPS1,brown,38.87817108,15.83537313,23.04279795,-7.207424824,FALSE,-0.587575021,0.439871369,FALSE,FALSE,1,0.183338039,FALSE,FALSE,unlabelled
AGT,brown,29.46126861,7.172747443,22.28852116,-15.11577372,FALSE,0.428583854,0.199229075,TRUE,FALSE,1,0.166253052,FALSE,FALSE,unlabelled
URB2,brown,131.820453,41.31843641,90.50201656,-49.18358015,FALSE,-0.601522739,0.316105816,FALSE,FALSE,1,0.181062289,FALSE,FALSE,unlabelled
STX6,brown,132.9720413,20.00438114,112.9676602,-92.96327904,FALSE,0.675558863,0.003504191,FALSE,FALSE,1,0.225414117,TRUE,FALSE,0
PIGC,brown,45.51705568,11.56001152,33.95704416,-22.39703264,FALSE,-0.392752826,0.28199823,FALSE,FALSE,1,0.162670693,FALSE,FALSE,unlabelled
MRPL44,brown,375.848635,69.36561822,306.4830167,-237.1173985,FALSE,-0.770983502,0.053130542,TRUE,TRUE,1,0.177380523,FALSE,TRUE,1
PLXNC1,brown,81.18737659,26.76980478,54.41757181,-27.64776703,FALSE,0.642604371,0.373027955,FALSE,FALSE,1,0.185200185,FALSE,FALSE,unlabelled
PWP1,brown,24.5374693,7.104566349,17.43290295,-10.3283366,FALSE,-0.49818828,0.371990875,FALSE,FALSE,1,0.176905563,FALSE,FALSE,unlabelled
DRAM1,brown,35.16929793,8.933980366,26.23531756,-17.30133719,FALSE,0.440307215,0.415318223,FALSE,FALSE,1,0.168893752,FALSE,FALSE,unlabelled
VILL,brown,68.39148275,19.20379895,49.1876838,-29.98388485,FALSE,0.543019903,0.850392888,FALSE,FALSE,1,0.181340849,FALSE,FALSE,unlabelled
NEK3,brown,76.73340985,10.75197702,65.98143283,-55.22945581,FALSE,-0.683591183,0.033811715,FALSE,FALSE,1,0.168462007,FALSE,FALSE,unlabelled
MED4,brown,635.2704546,88.90429856,546.366156,-457.4618575,FALSE,-0.772347634,0.002479693,FALSE,FALSE,1,0.166778388,FALSE,FALSE,unlabelled
PHF11,brown,65.32829249,13.78479734,51.54349514,-37.7586978,FALSE,-0.508866551,0.382660078,FALSE,FALSE,1,0.186970705,FALSE,FALSE,unlabelled
BZW2,brown,74.11253088,18.38559893,55.72693195,-37.34133302,FALSE,-0.584461003,0.49918499,FALSE,FALSE,1,0.189073356,FALSE,FALSE,unlabelled
DGKB,brown,11.91638025,2.168665613,9.747714636,-7.579049022,FALSE,0.332854384,0.234272205,FALSE,FALSE,1,0.183193536,FALSE,FALSE,unlabelled
ALPK3,brown,34.1106515,10.82840831,23.28224318,-12.45383487,FALSE,0.374384317,0.277564242,FALSE,FALSE,1,0.158050894,FALSE,FALSE,unlabelled
MYCBPAP,brown,29.7874534,8.446526313,21.34092709,-12.89440077,FALSE,0.433554237,0.295054661,FALSE,FALSE,1,0.173689988,FALSE,FALSE,unlabelled
RTP4,brown,33.35321685,6.472112084,26.88110477,-20.40899269,FALSE,0.370792185,0.098514255,FALSE,FALSE,1,0.161186507,FALSE,FALSE,unlabelled
TRA2B,brown,71.75953155,10.13095147,61.62858008,-51.49762861,FALSE,-0.660554932,0.000296657,FALSE,FALSE,1,0.199415987,FALSE,FALSE,unlabelled
VPS45,brown,96.93720603,18.96030743,77.97689859,-59.01659116,FALSE,-0.392160593,0.23234044,FALSE,FALSE,1,0.189364235,FALSE,FALSE,unlabelled
TXN,brown,41.38318347,13.96465575,27.41852772,-13.45387197,FALSE,-0.582438012,0.682615406,TRUE,TRUE,1,0.202283215,FALSE,FALSE,unlabelled
ODF2,brown,37.92073484,6.402024154,31.51871069,-25.11668653,FALSE,-0.378419473,0.02561502,FALSE,FALSE,1,0.171738753,FALSE,FALSE,unlabelled
TOR1A,brown,277.9244221,43.84469166,234.0797305,-190.2350388,FALSE,-0.653262736,0.006964023,FALSE,FALSE,1,0.210221617,FALSE,FALSE,unlabelled
RALGPS1,brown,92.94326561,32.36248602,60.5807796,-28.21829358,FALSE,0.591133446,0.397462016,FALSE,FALSE,1,0.181654894,FALSE,FALSE,unlabelled
STX17,brown,174.1108321,11.56282602,162.5480061,-150.9851801,FALSE,0.704243886,0.000822489,TRUE,FALSE,1,0.177209811,FALSE,FALSE,unlabelled
FPGS,brown,45.4753382,9.942156551,35.53318165,-25.5910251,FALSE,-0.34460056,0.233999135,TRUE,TRUE,1,0.196184045,FALSE,FALSE,unlabelled
USP20,brown,235.4382583,40.56346098,194.8747973,-154.3113363,FALSE,0.701408419,0.000652836,FALSE,FALSE,1,0.188029135,FALSE,FALSE,unlabelled
TEX10,brown,33.78613778,10.14751272,23.63862506,-13.49111234,FALSE,-0.364940301,0.225313741,FALSE,FALSE,1,0.188649598,FALSE,FALSE,unlabelled
GARNL3,brown,57.29498121,10.51332009,46.78166112,-36.26834103,FALSE,0.45638247,0.108910712,FALSE,FALSE,1,0.194840026,FALSE,FALSE,unlabelled
MRPL50,brown,126.8077948,40.15118838,86.65660642,-46.50541804,FALSE,-0.720642922,0.027719476,TRUE,TRUE,1,0.176420675,FALSE,FALSE,unlabelled
TRMO,brown,119.2661235,24.5889633,94.67716021,-70.08819691,FALSE,-0.595645375,0.050874285,FALSE,FALSE,1,0.176964096,FALSE,FALSE,unlabelled
RABEPK,brown,49.3607208,13.00585458,36.35486622,-23.34901164,FALSE,-0.414458742,0.871184319,FALSE,FALSE,1,0.205618484,FALSE,FALSE,unlabelled
PDCL,brown,67.40859463,21.32384063,46.08475401,-24.76091338,FALSE,-0.636035349,0.085898252,FALSE,FALSE,1,0.18390807,FALSE,FALSE,unlabelled
PLAA,brown,375.1906996,78.19712389,296.9935758,-218.7964519,FALSE,-0.769810215,0.051900172,FALSE,FALSE,1,0.186251045,FALSE,FALSE,unlabelled
CD72,brown,124.4544859,12.19776607,112.2567198,-100.0589538,FALSE,0.598673734,0.000708996,FALSE,FALSE,1,0.181341863,FALSE,FALSE,unlabelled
FOXF2,brown,76.85814072,18.55231343,58.30582729,-39.75351386,FALSE,-0.536978426,0.382946847,FALSE,FALSE,1,0.187600382,FALSE,FALSE,unlabelled
IER3,brown,13.29122025,3.132704927,10.15851533,-7.025810399,FALSE,-0.28267677,0.760142951,FALSE,FALSE,1,0.197696196,FALSE,FALSE,unlabelled
PGBD1,brown,141.2087772,22.02710704,119.1816701,-97.1545631,FALSE,-0.639903962,0.00271614,FALSE,FALSE,1,0.180174268,FALSE,FALSE,unlabelled
NRM,brown,741.6242932,79.60292648,662.0213668,-582.4184403,FALSE,-0.797203182,5.45418E-06,FALSE,FALSE,1,0.20437647,FALSE,FALSE,unlabelled
TLR2,brown,111.3687875,21.97039584,89.3983917,-67.42799585,FALSE,-0.571460898,0.044014685,FALSE,FALSE,1,0.185616792,FALSE,FALSE,unlabelled
GGH,brown,355.9523966,62.33499476,293.6174018,-231.282407,FALSE,-0.838201242,0.004259262,FALSE,FALSE,1,0.157908486,FALSE,FALSE,unlabelled
SLCO5A1,brown,47.71097351,12.02922327,35.68175024,-23.65252698,FALSE,-0.461278764,0.218681581,FALSE,FALSE,1,0.189538672,FALSE,FALSE,unlabelled
BUD13,brown,172.7758526,14.01161972,158.7642329,-144.7526132,FALSE,-0.656624707,3.58532E-05,FALSE,FALSE,1,0.187754508,FALSE,FALSE,unlabelled
DCUN1D5,brown,46.36650882,16.11161921,30.25488962,-14.14327041,FALSE,-0.572296218,0.426368665,FALSE,FALSE,1,0.196418087,FALSE,FALSE,unlabelled
BTG4,brown,42.16595799,10.26419228,31.9017657,-21.63757342,FALSE,-0.349514129,0.692197895,FALSE,FALSE,1,0.194519351,FALSE,FALSE,unlabelled
PAK6,brown,20.3888134,3.216871433,17.17194197,-13.95507053,FALSE,0.206303691,0.567225958,FALSE,FALSE,1,0.144119836,FALSE,FALSE,unlabelled
